nombre_localidad
HERRERA DEL DUQUE
HIGUERA DE LA SERENA
HIGUERA DE VARGAS
HIGUERA LA REAL
HORNACHOS
JEREZ DE LOS CABALLEROS
VALUENGO
LLERENA
LOBON
MAGUILLA
MEDELLIN
MEDINA DE LAS TORRES
MERIDA
MONESTERIO
PALLARES
MONTERRUBIO DE LA SERENA
MONTIJO
NAVA DE SANTIAGO (LA)
NAVALVILLAR DE PELA
OBANDO
OLIVA FRONTERA
OLIVENZA
ORELLANA LA VIEJA
PEÑALSORDO
PUEBLA DE ALCOCER
PUEBLA DE LA CALZADA
PUEBLA DE OBANDO
PUEBLA DE SANCHO PEREZ
PUEBLA DEL MAESTRE
PUEBLONUEVO DEL GUADIANA
QUINTANA DE LA SERENA
RIBERA DEL FRESNO
ROCA DE LA SIERRA (LA)
SALVALEON
SAN PEDRO DE MERIDA
SAN VICENTE DE ALCANTARA
SANTA AMALIA
SANTA MARTA
SANTOS DE MAIMONA (LOS)
SEGURA DE LEON
SIRUELA
SOLANA DE LOS BARROS
RETAMAL
TALARRUBIAS
TALAVERA LA REAL
TORRE DE MIGUEL SESMERO
TORREMEJIA
USAGRE
VALDECABALLEROS
VALDELACALZADA
VALENCIA DE LAS TORRES
VALENCIA MOMBUEY
VALENCIA DEL VENTOSO
VALLE DE LA SERENA
VALLE DE SANTA ANA
VALVERDE DE LEGANES
VALVERDE DE MERIDA
VILLAFRANCA DE LOS BARROS
VILLAGONZALO
VILLALBA DE LOS BARROS
VILLANUEVA DE LA SERENA
VALDIVIA
ZURBARAN
VILLANUEVA DEL FRESNO
PALAZUELO
PUEBLA DE ALCOLLARIN
VILLAR DEL REY
ZAFRA
ZALAMEA DE LA SERENA
ZARZA (LA)
ALAIOR
ALARO
ALCUDIA
PORT D'ALCUDIA
PLATJA D'ALCUDIA
ALGAIDA
ANDRATX
PORT D'ANDRATX
ARTA
BINISSALEM
BUNYOLA
CALVIA
PALMANOVA
PORRASSA (SA)
COSTA DE LA CALMA
SANTA PONÇA
CAMPANET
CAMPOS
CAPDEPERA
CIUTADELLA DE MENORCA
EIVISSA
ESCORCA
ESPORLES
FELANITX
PORTOCOLOM
FERRERIES
SANT FRANCESC FORMENTERA
INCA
LLOSETA
LLUBI
LLUCMAJOR
ARENAL (S')
PALMERES (LES)
MAO
MANACOR
PORTO CRISTO
CABANETA (SA)
MARRATXINET
MERCADAL (ES)
MONTUIRI
MURO
PLATJA DE MURO
PALMA
CAN PASTILLA
PLATJA DE PALMA
SON SANT JOAN
CASA BLANCA (SA)
ARANJASSA (S')
PETRA
POBLA (SA)
POLLENÇA
PORRERES
SALINES (SES)
COLONIA DE SANT JORDI
SANT ANTONI DE PORTMANY
SANT RAFEL
SANT JOAN
SANT JOAN DE LABRITJA
SANT JOSEP DE SA TALAIA
SANT LLORENÇ DES CARDASSAR
SON MORO
SANT LLUIS
SANTA EUGENIA
SANTA EULALIA
SANTA GERTRUDIS
CA'N PICAFORT
SANTA MARIA DEL CAMI
SANTANYI
CALA D'OR
SENCELLES
SINEU
SOLLER
SON SERVERA
VALLDEMOSSA
VILAFRANCA DE BONANY
ENTITAT EST D'ABRERA
ABRERA
ALELLA
AMETLLA DEL VALLES (L')
SERRAT DE L'OCATA
ARENYS DE MAR
ARENYS DE MUNT
ARGENTONA
ARTES
AVINYO
BADALONA
BADIA DEL VALLES
BALENYA
BALSARENY
BARBERA DEL VALLES
BARCELONA
BEGUES
BERGA
RIERAL DE BIGUES
BRUC (EL)
CABRERA DE MAR
CABRILS
CALAF
CALDERS
CALDES DE MONTBUI
CALELLA
CALLDETENES
CANET DE MAR
CANOVELLES
CANYELLES
CARDEDEU
CARDONA
CASTELLAR DEL VALLES
AIRESOL
CASTELLBELL I EL VILAR
CASTELLBISBAL
AREA INDUSTRIAL DEL LLOBREGAT
POLIGON IND. SANT VICENÇ
CASTELLDEFELS
CASTELLET I LA GORNAL
CASTELLGALI
CASTELLTERÇOL
CENTELLES
CERCS
CERDANYOLA DEL VALLES
CERVELLO
COLLBATO
CORNELLA DE LLOBREGAT
CUBELLES
DOSRIUS
ESPARREGUERA
ESPLUGUES DE LLOBREGAT
FOGARS DE LA SELVA
BELLAVISTA
FRANQUESES DEL VALLES (LES)
GARRIGA (LA)
GAVA
GELIDA
GIRONELLA
GRANADA (LA)
GRANOLLERS
GUALBA DE BAIX
GUARDIOLA DE BERGUEDA
GURB
HOSPITALET DE LLOBREGAT (L')
IGUALADA
JORBA
LLAGOSTA (LA)
LLIÇA D'AMUNT
LLIÇA DE VALL
LLINARS DEL VALLES
MALGRAT DE MAR
MALLA
MANLLEU
MANRESA
MARTORELL
MASIES DE VOLTREGA (LES)
MASNOU (EL)
MASQUEFA
MATARO
MOIA
MOLINS DE REI
MOLLET DEL VALLES
MONISTROL DE MONTSERRAT
MONTCADA CENTRE
CAN CUIAS
MONTGAT
MONTMANEU
MONTMELO
MONTORNES CENTRE
MONTORNES NORD
MONTSENY
NAVARCLES
NAVAS
ODENA
SANT PERE MOLANTA
OLÈRDOLA
OLESA DE MONTSERRAT
OLOST
PACS DEL PENEDES
PALAFOLLS
SANT GENIS DE PALAFOLLS
PALAU-SOLITA I PLEGAMANS
POLIGON INDUSTRIAL RIERA DE CALDES
PALLEJA
PALMA DE CERVELLO
PAPIOL (EL)
PARETS DEL VALLES
PIERA
PINEDA DE MAR
PLA DEL PENEDES (EL)
POBLA DE CLARAMUNT (LA)
POBLA DE LILLET (LA)
POLINYA
PONT VILOMARA I ROCAFORT
PRAT DE LLOBREGAT (EL)
PRATS DE LLUÇANES
PUIG DE PEDRA-SOT DEL PI
PREMIA DE MAR
PUIG-REIG
COLONIA VIDAL
RIPOLLET
ROCA DEL VALLES (LA)
SANTA AGNES DE MALANYANES
RODA DE TER
RUBI
SABADELL
SALDES
SALLENT
CABRIANES
SANT ADRIA DE BESOS
SANT ANDREU DE LA BARCA
SANT ANDREU DE LLAVANERES
SANT ANTONI DE VILAMAJOR
SANT BOI DE LLOBREGAT
SANT CELONI
BATLLORIA (LA)
SANT CUGAT DEL VALLES
SANT CUGAT SESGARRIGUES
SANT ESTEVE SESROVIRES
CA N'AMAT
SANT FELIU DE LLOBREGAT
SANT FOST CAMPSENTELLES
SANT FRUITOS DE BAGES
SANT ISCLE DE VALLALTA
SANT JOAN DE VILATORRADA
SANT MARTI DE TORRUELLA
SANT JOAN DESPI
SANT JUST DESVERN
URB. VINYA DEL POLLASTRE
SANT MARTI D'ALBARS
SANT MARTI SARROCA
SANT PERE DE RIBES
SANT PERE DE RIUDEBITLLES
SANT PERE DE TORELLO
SANT PERE SALLAVINERA
SANT POL DE MAR
SANT QUIRZE DEL VALLES
VALLES PARC
POBLE SEC
SANT QUIRZE SAFAJA
SANT SADURNI D'ANOIA
SANT SALVADOR GUARDIOLA
SANT VICENÇ DE CASTELLET
SANT VICENÇ DE MONTALT
SANT VICENÇ DE TORELLO
SANT VICENÇ DELS HORTS
SANTA COLOMA DE GRAMENET
SANTA EULALIA DE RONÇANA
SANTA MARGARIDA MONTBUI
MONJOS (ELS)
SANTA MARIA DE MIRALLES
SANTA MARIA DE PALAUTORDERA
SANTA PERPETUA DE MOGODA
SANTIGA
SANTA SUSANNA
CAN TORRENT-ALTA MARESMA-CAN GELAT
SANTPEDOR
SENTMENAT
SANT MIQUEL DE BALENYA
SITGES
SUBIRATS
SURIA
TAGAMANENT
TEIA CENTRE
VICTOR FONT GUAL
TERRASSA
TONA
TORDERA
TORELLO
CA L'ANTON
TORRELLES DE LLOBREGAT
VACARISSES
POLIGON INDUSTRIAL CAN TORRELLA
VALLGORGUINA
LLEDONER (EL)
VALLIRANA PARC
VALLROMANES
VIC
VILADECANS
VILADECAVALLS
CAN TRIAS INDUSTRIAL
VILAFRANCA DEL PENEDES
VILANOVA DEL VALLES
VILANOVA I LA GELTRU
VILASSAR DE DALT
VILASSAR DE MAR
ABADIÑO-ZELAIETA
ABANTO
ALONSOTEGI
AMOREBIETA
ARRIGORRIAGA
ELEJABEITIA
BASIGO
BALMASEDA
SAN VICENTE DE BARAKALDO
ARIZGOITI
BASAURI
BERANGO
BERMEO
BERRIZ-OLAKUETA
EITUA
BILBAO
ALDEKONA (SAN ISIDRO)
DERIO
DURANGO
ELORRIO
ERANDIO-GOIKOA
ETXEBARRI
ERLECHES
ELEXALDE GALDAKAO
USANSOLO
GERNIKA-LUMO
ANDRA MARI
ALGORTA
ZUBIETE
URESARANTZE AUZOA
SODUPE
IGORRE
IURRETA
IZURZA
CARRANZA
LARRABETZU
LEIOA
LEKEITIO
LEMOA
ELOTXELERRI
MALLABIA
MARKINA-XEMEIN
MUNDAKA
MUNGIA
ATXURI
BILLELA
LARRAURI
USPARITXA
OROZKO
ORTUELLA
OTXANDIO
PLENTZIA
PORTUGALETE
SANTURTZI
BALPARDA
SESTAO
MOREAGA
SOPUERTA
UGAO-MIRABALLES
URDULIZ
ORDUÑA
VALLE DE TRAPAGA
TRAPAGARAN
ZALLA
ZAMUDIO
ALTZUAGA
EL PUERTO
AMEYUGO
ARANDA DE DUERO
ARCOS
BALBASES (LOS)
BASCONCILLOS DEL TOZO
BELORADO
BERBERANA
BRIVIESCA
BUNIEL
BURGOS
VILLATORO
VILLAFRIA
VILLAYUDA O LA VENTILLA
CALERUEGA
CARCEDO DE BURGOS
CARDEÑAJIMENO
CASTRILLO DE LA VEGA
CASTROJERIZ
CILLERUELO DE ABAJO
ARMENTIA
TREVIÑO
ESPINOSA DE LOS MONTEROS
ESTEPAR
FONTIOSO
FRANDOVINEZ
FUENTECEN
FUENTESPINA
GUMIEL DE IZAN
HUERTA DEL REY
LERMA
MADRIGALEJO DEL MONTE
MEDINA DE POMAR
MELGAR DE FERNAMENTAL
BERCEDO
VILLASANTE
CERNEGULA
VALLEJO
MILAGROS
MIRANDA DE EBRO
OLMEDILLO DE ROA
OÑA
OQUILLAS
PALACIOS DE LA SIERRA
PARDILLA
PUEBLA DE ARGANZON (LA)
QUINTANAPALLA
QUINTANAR DE LA SIERRA
VIVAR DEL CID
QUINTANILLAS (LAS)
REVILLA (LA)
ROA
RUBENA
SALAS DE LOS INFANTES
SANTA MARIA DEL CAMPO
SARRACIN
OLMILLOS DE SASAMON
SOTRESGUDO
TRESPADERNE
VADOCONDES
QUINCOCES DE YUSO
ENTRAMBASAGUAS
SANTA CRUZ DE MENA
SANTECILLA
ESCALADA
QUINTANA MARTIN GALINDEZ
CILLERUELO DE BEZANA
FUENCALIENTE DE LUCIO
VILLADIEGO
VILLAGONZALO PEDERNALES
VILLALBILLA DE BURGOS
VILLALMANZO
VILLANUEVA DE ARGAÑO
VILLANUEVA DE LAS CARRETAS
VILLARCAYO
VILLAZOPEQUE
AHIGAL
ALCANTARA
ALCUESCAR
ALDEA DEL CANO
ALDEANUEVA DEL CAMINO
ALISEDA
ALMARAZ
ALMOHARIN
ARROYO DE LA LUZ
ARROYOMOLINOS (EXT)
BAÑOS
BARRADO
BELVIS DE MONROY
BROZAS
CABEZUELA DEL VALLE
CACERES
VALDESALOR
CAMINOMORISCO
CAMPO LUGAR
PIZARRO
CAÑAVERAL
CASAR DE CACERES
CASAS DE DON GOMEZ
CASTAÑAR DE IBOR
CECLAVIN
CILLEROS
COLLADO
CORIA
CUACOS DE YUSTE
DELEITOSA
ESCURIAL
GALISTEO
ALAGON
GARROVILLAS DE ALCONETAR
GUADALUPE
BATAN (EL)
GUIJO DE GRANADILLA
JARAIZ DE LA VERA
JARANDILLA DE LA VERA
LOGROSAN
LOSAR DE LA VERA
MADRIGALEJO
MADROÑERA
MAJADAS
MALPARTIDA DE CACERES
MALPARTIDA DE PLASENCIA
MIAJADAS
MOHEDAS DE GRANADILLA
MONTANCHEZ
MONTEHERMOSO
MORALEJA
VEGAVIANA
NAVALMORAL DE LA MATA
VEGAS DE CORIA
PALOMERO
PASARON DE LA VERA
PERALEDA DE LA MATA
PERALES DEL PUERTO
PINOFRANQUEADO
PIORNAL
PLASENCIA
POZUELO DE ZARZON
RIOLOBOS
SANTA CRUZ DE LA SIERRA
SANTIAGO DEL CAMPO
TALAYUELA
TIETAR
TEJEDA DE TIETAR
TORNO (EL)
TORRE DE SANTA MARIA
TORRECILLAS DE LA TIESA
TORREJON EL RUBIO
TORREJONCILLO
TORREORGAZ
TRUJILLO
VALDASTILLAS
VALDEOBISPO
VALENCIA DE ALCANTARA
VALVERDE DEL FRESNO
VILLANUEVA DE LA VERA
VILLAR DE PLASENCIA
VILLAR DEL PEDROSO
ZARZA DE GRANADILLA
ZARZA LA MAYOR
ZORITA
ALCALA DE LOS GAZULES
ALCALA DEL VALLE
ALGAR
ALGECIRAS
ALGODONALES
ARCOS DE LA FRONTERA
JEDULA
BARBATE
BARRIOS (LOS)
PALMONES
BENALUP
BORNOS
BOSQUE (EL)
CADIZ
ALMORAIMA
CHICLANA DE LA FRONTERA
CHIPIONA
CONIL DE LA FRONTERA
ESPERA
GRAZALEMA
JEREZ DE LA FRONTERA
GUADALCACIN DEL CAUDILLO
NUEVA JARILLA
BARCA DE LA FLORIDA (LA)
TORRECERA
JOSE ANTONIO
JIMENA DE LA FRONTERA
ANGELES (LOS)
SAN PABLO DE BUCEITE
LINEA LA CONCEPCION (LA)
MEDINA-SIDONIA
OLVERA
PATERNA DE RIVERA
PRADO DEL REY
PUERTO DE SANTA MARIA (EL)
ARENALES (LOS)
PUERTO REAL
ROTA
COSTA BALLENA
ARSENAL DE LA CARRACA
SAN FERNANDO
SAN JOSE DEL VALLE
SAN ROQUE
CAMPAMENTO
SAN ENRIQUE
TORREGUADIARO
SANLUCAR DE BARRAMEDA
BONANZA
ALGAIDA (LA)
SETENIL
TARIFA
BUJEO (EL)
TAHIVILLA
TREBUJENA
UBRIQUE
VEJER DE LA FRONTERA
PALMAR EL
MUELA LA
CAÑADA ANCHA
VILLAMARTIN
NOVALES
AMPUERO
ARENAS DE IGUÑA
ARNUERO
BOO
GUARNIZO
AMBROSERO
CABEZON DE LA SAL
CABROJO
MALIAÑO
MURIEDAS
HERRERA
REVILLA
BOLMIR
FOMBELLIDA
CARTES
SANTIAGO
POMALUENGO
CASTRO URDIALES
ISLARES
ONTON
OJEDO
COLINDRES
COMILLAS
CORRALES (LOS)
SOMAHOZ
BARROS
LOS CORRALES DE BUELNA
SAN VICENTE DE TORANZO
VILLEGAR
HOZNAYO
ESCALANTE
BERANGA
LAREDO
LIENDO
PAMANES
PONTEJOS
ELECHAS
SOLARES
HERAS
SAN MAMES DE MERUELO
SAN MIGUEL DE MERUELO
GORNAZO
CUDON
SANTA OLALLA
SOBARZO
RENEDO
PARBAYON
ARCE
REQUEJADA
PUENTE VIESGO
RAMALES DE LA VICTORIA
REINOSA
REOCIN
PUENTE SAN MIGUEL
CASTANEDO
LOREDO
ANERO
PUENTENANSA
RUENTE
RUILOBUCA
JAIN
SAN VICENTE DE LA BARQUERA
SOTO DE LA MARINA
SANTA CRUZ DE BEZANA
MOMPIA
ARGOMILLA
ENCINA (LA)
SANTANDER
PEÑACASTILLO
SAN ROMAN
VIVEDA
IRUZ
SANTOÑA
SOBA
SOLORZANO
SUANCES
HINOJEDO
TORRELAVEGA
GANZO
SIERRAPANDO
TANOS
BARREDA
PESUES
VALDALIGA
POLIENTES
CANDOLIAS
VILLACARRIEDO
LIAÑO
CONCHA (LA)
VILLANUEVA
VEGA
SAN PANTALEON DE ARAS
ALBOCASSER
ALCALA DE XIVERT
ALCOSSEBRE
ALCORA
ALMAZORA
ALMENARA
ALQUERIAS DEL NIÑO PERDIDO
ALTURA
ARTANA
ATZENETA DEL MAESTRAT
BARRACAS
BEJIS
BENASAL
BENICARLO
BENICASIM
BENLLOCH
BETXI
BORRIOL
BURRIANA
CABANES
RIBERA DE CABANES, LA
CASTELLON DE LA PLANA
CHILCHES
COVES DE VINROMA (LES)
FORCALL
JERICA
LLOSA (LA)
LUCENA DEL CID
MONCOFA
MONTANEJOS
MORELLA
NULES
LOMAS (LAS)
ONDA
PANTANO DEL SICHAR
APEADERO DE BECHI
OROPESA
AMPLARIES (LES)
MARINA D'OR
PEÑISCOLA
POBLA TORNESA (LA)
RIBESALBES
SAN RAFAEL DEL RIO
SANT JOAN DE MORO
SANT MATEU
SANTA MAGDALENA DE PULPIS
SEGORBE
SIERRA-ENGARCERAN
SONEJA
SOT DE FERRER
TORREBLANCA
TRAIGUERA
VALL D'ALBA
VALL D'UIXO (LA)
VILAFAMES
VILANOVA D'ALCOLEA
VILLAFRANCA DEL CID
VILLARREAL
VILAVELLA (LA)
VINAROS
VISTABELLA DEL MAESTRAZGO
VIVER
CEUTA
ABENOJAR
AGUDO
ALBALADEJO
ALCAZAR DE SAN JUAN
ALAMEDA DE CERVERA
CINCO CASAS
ALCOLEA DE CALATRAVA
ALCUBILLAS
ALDEA DEL REY
ALMADEN
ALMAGRO
ALMEDINA
ALMODOVAR DEL CAMPO
ALMURADIEL
ARENALES DE SAN GREGORIO
ARENAS DE SAN JUAN
ARGAMASILLA DE ALBA
ARGAMASILLA DE CALATRAVA
BOLAÑOS DE CALATRAVA
BRAZATORTAS
CALZADA DE CALATRAVA
CAMPO DE CRIPTANA
CARRION DE CALATRAVA
CARRIZOSA
CASTELLAR DE SANTIAGO
CHILLON
CIUDAD REAL
CORRAL DE CALATRAVA
CORTIJOS DE ARRIBA
COZAR
DAIMIEL
FUENCALIENTE
FUENTE EL FRESNO
GRANATULA DE CALATRAVA
GUADALMEZ
HERENCIA
LABORES (LAS)
LLANOS DEL CAUDILLO
LUCIANA
MALAGON
MANZANARES
MEMBRILLA
MIGUELTURRA
MONTIEL
MORAL DE CALATRAVA
PEDRO MUÑOZ
PIEDRABUENA
PORZUNA
POZUELO DE CALATRAVA
PUEBLA DE DON RODRIGO
PUEBLA DEL PRINCIPE
PUERTO LAPICE
PUERTOLLANO
RETUERTA DEL BULLAQUE
ROBLEDO (EL)
RUIDERA
SACERUELA
SAN CARLOS DEL VALLE
SANTA CRUZ DE LOS CAÑAMOS
SANTA CRUZ DE MUDELA
SOCUELLAMOS
SOLANA (LA)
TERRINCHES
TOMELLOSO
TORRALBA DE CALATRAVA
TORRE DE JUAN ABAD
TORRENUEVA
VALDEPEÑAS
CONSOLACION
VILLAHERMOSA
VILLAMANRIQUE
VILLAMAYOR DE CALATRAVA
VILLANUEVA DE LA FUENTE
VILLANUEVA LOS INFANTES
VILLANUEVA DE SAN CARLOS
VILLARRUBIA DE LOS OJOS
VILLARTA DE SAN JUAN
VISO DEL MARQUES
ADAMUZ
AGUILAR DE LA FRONTERA
